created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 23:16:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.06666666666666667,0.44166666666666665,en,0,,ninjitalia,352,373,,"[{'text': 'MUSTHEAR', 'indices': [0, 9]}, {'text': 'ReinerFuellmich', 'indices': [10, 26]}, {'text': 'DrPeterMcCullough', 'indices': [27, 45]}, {'text': 'covid19', 'indices': [46, 54]}, {'text': 'bioterrorism', 'indices': [55, 68]}, {'text': 'Vaccines', 'indices': [69, 78]}, {'text': 'vaccine', 'indices': [79, 87]}, {'text': 'injections', 'indices': [88, 99]}, {'text': 'mrna', 'indices': [100, 105]}]",[],
Fri Jun 18 23:16:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.24318181818181817,0.5022727272727273,en,505,256.0,MariaCVos,594,1196,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","Birmingham, England"
Fri Jun 18 23:16:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.16666666666666666,0.18888888888888888,en,0,,CoachJu,743,437,,[],[], On the hardwood 
Fri Jun 18 23:16:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatients in hospital, 15 of those in ICU. 21 hospitals with just one case or less. Huge credit to public support &amp; for the take up of vaccines here. @HSELive",0.5083333333333333,0.7833333333333333,en,179,16.0,BridgetGoulding,1091,2022,,"[{'text': 'COVID19', 'indices': [123, 131]}]","[{'screen_name': 'paulreiddublin', 'name': 'Paul Reid', 'id': 255147207, 'id_str': '255147207', 'indices': [3, 18]}]","Cork, Ireland"
Fri Jun 18 23:17:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.4,1.0,en,0,,Enterafricaaol2,200,820,,[],[],
Fri Jun 18 23:17:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.5,1.0,en,175,119.0,JanieResists,4004,5001,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]","USA~""True Blue"" In AZ! "
Fri Jun 18 23:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.10909090909090909,0.38181818181818183,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 23:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 23:17:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","⚠️🌍💉😷 The #DeltaVariant of the #coronavirus is more contagious and resistant to #vaccines than other forms of #COVID19 
This is what we know about how the variant responds to the jabs
▶️ https://t.co/7wRBY99jN0 by @polriKr for @AFP &amp; @EUDataNewsHub https://t.co/vvBNk7VGRq",0.16666666666666663,0.5333333333333333,en,18,19.0,TomSear,1492,4792,,"[{'text': 'DeltaVariant', 'indices': [29, 42]}, {'text': 'coronavirus', 'indices': [50, 62]}, {'text': 'vaccines', 'indices': [99, 108]}, {'text': 'COVID19', 'indices': [129, 137]}]","[{'screen_name': 'EUDataNewsHub', 'name': 'EU Data News Hub🇪🇺', 'id': 413969928, 'id_str': '413969928', 'indices': [3, 17]}]","Canberra, Australia"
Fri Jun 18 23:17:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.1,0.325,en,0,,laurieallee,2918,4876,,"[{'text': 'DeltaVariant', 'indices': [42, 55]}]",[],Los Angeles
Fri Jun 18 23:17:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.0,0.0,en,893,290.0,karimaDivine,1074,1947,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",England
Fri Jun 18 23:17:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Extremely concerning that YouTube does not allow a respected scientist to express his opinion &amp; fact about mRNA #vaccine #COVID19 

EVEN if he is the INVENTOR of mRNA vaccines 

Your next, whatever opinion you have that @YouTube or @Twitter disagrees with or the Government https://t.co/3DWfOyWJir",-0.11666666666666665,0.45,en,9,7.0,ia_tfc,76,396,,[],"[{'screen_name': 'ModelYendofICE', 'name': 'Model Y - End of the ICE age', 'id': 964873845663522816, 'id_str': '964873845663522816', 'indices': [3, 18]}]",
Fri Jun 18 23:17:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros ""The global failure to share vaccines equitably is fuelling a two-track #COVID19 pandemic that is now taking its toll on some of the world’s poorest and most vulnerable people""-@DrTedros #ACTogether #VaccinEquity",-0.1,0.7,en,69,30.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [91, 99]}]","[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}]","London, England"
Fri Jun 18 23:17:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.11142857142857143,0.15428571428571428,en,0,,PlanNineNorth,26,19,,"[{'text': 'FourthWaveCanada', 'indices': [0, 17]}, {'text': 'COVID19', 'indices': [18, 26]}]",[],Canada
Fri Jun 18 23:17:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros ""In Africa, #COVID19 cases have increased by 52% just in the past week, and deaths have increased by 32%. And we expect things to only get worse""-@DrTedros 

https://t.co/kxBLVxxLcO",0.3375,0.725,en,53,32.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [31, 39]}]","[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}]","London, England"
Fri Jun 18 23:17:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.0,0.0,en,175,120.0,MarlaWeezie,7308,7894,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]","Miami, FL"
Fri Jun 18 23:17:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who are dying today, or being infected today, or at risk today""-@DrTedros #COVID19 #VaccinEquity",0.0,0.0,en,63,35.0,Traceva001,1514,4273,,[],"[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}]","London, England"
Fri Jun 18 23:18:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,477,306.0,aneesafalasteen,3283,3875,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Planet Earth
Fri Jun 18 23:18:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros @G7 ""WHO will continue to support countries to apply public health and social measures to keep people safe. And we continue to support countries to ready their systems and plans to rollout vaccines once they get them""-@DrTedros #COVID19",0.5083333333333333,0.7833333333333333,en,43,12.0,Traceva001,1514,4273,,[],"[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}, {'screen_name': 'G7', 'name': 'G7 UK', 'id': 3191500397, 'id_str': '3191500397', 'indices': [19, 22]}]","London, England"
Fri Jun 18 23:18:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros @G7 ""But we do not control the global supply of #COVID19 vaccines. The countries and companies that do must play their part to produce more, and share more to achieve WHO’s global targets""-@DrTedros #VaccinEquity 

https://t.co/iEA03yXG0T",0.16666666666666666,0.3666666666666667,en,42,12.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [67, 75]}]","[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}, {'screen_name': 'G7', 'name': 'G7 UK', 'id': 3191500397, 'id_str': '3191500397', 'indices': [19, 22]}]","London, England"
Fri Jun 18 23:18:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DrTedros @G7 ""We continue to explore every avenue for increasing production of vaccines, esp. in Africa, and we will have more to say about that on Monday. 
And even as we continue to respond to the #COVID19 pandemic, our regular work continues, across the spectrum of health issues""-@DrTedros",-0.125,0.375,en,32,10.0,Traceva001,1514,4273,,[],"[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}, {'screen_name': 'G7', 'name': 'G7 UK', 'id': 3191500397, 'id_str': '3191500397', 'indices': [19, 22]}]","London, England"
Fri Jun 18 23:18:40 +0000 2021,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",,0.0,0.0,en,0,,AlArabiya_Eng,887874,45,,"[{'text': 'India', 'indices': [0, 6]}]",[],Dubai
Fri Jun 18 23:18:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to vaccinate at least 70% of the world’s population by the time the @G7 meets again in 🇩🇪 next year. To do that, we need 11 billion doses. #VaccinEquity https://t.co/l6CIzi2ruu",0.0,0.0,en,661,327.0,juancarlossaid,28546,2257,,"[{'text': 'COVID19', 'indices': [18, 26]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [3, 12]}]","Santiago, Chile"
Fri Jun 18 23:18:46 +0000 2021,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>","#India, the world’s largest manufacturer of vaccines, wants to resume exports of coronavirus doses but can’t do so until its domestic needs are met, the head of the country’s #coronavirus task force says.

#COVID19

https://t.co/0c4ttvYagf",0.5333333333333333,0.9,en,0,1.0,CoronaUpdateBot,1267,2,,"[{'text': 'India', 'indices': [19, 25]}]","[{'screen_name': 'AlArabiya_Eng', 'name': 'Al Arabiya English', 'id': 22240612, 'id_str': '22240612', 'indices': [3, 17]}]",
Fri Jun 18 23:19:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatients in hospital, 15 of those in ICU. 21 hospitals with just one case or less. Huge credit to public support &amp; for the take up of vaccines here. @HSELive",0.0,0.0,en,189,17.0,GOConnor2000,761,1882,,"[{'text': 'COVID19', 'indices': [123, 131]}]","[{'screen_name': 'paulreiddublin', 'name': 'Paul Reid', 'id': 255147207, 'id_str': '255147207', 'indices': [3, 18]}]","Waterford, Ireland"
Fri Jun 18 23:19:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.14444444444444443,0.24444444444444444,en,600,672.0,LifeOfYara,1318,4011,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",Sunny AZ
Fri Jun 18 23:20:06 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",".@NicolaSturgeon reports that whereas around 13% of positive #Covid19 cases ended up in hospital at the beginning of the year, it is now down to around 5%. This shows the vaccines are having an effect.",0.16666666666666666,0.18888888888888888,en,58,17.0,annemac33,1788,1851,,"[{'text': 'Covid19', 'indices': [81, 89]}]","[{'screen_name': 'ProfPMiddleton', 'name': 'Paul Middleton', 'id': 1173104323, 'id_str': '1173104323', 'indices': [3, 18]}, {'screen_name': 'NicolaSturgeon', 'name': 'Nicola Sturgeon', 'id': 160952087, 'id_str': '160952087', 'indices': [21, 36]}]", Scotland
Fri Jun 18 23:20:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#India, the world’s largest manufacturer of vaccines, wants to resume exports of coronavirus doses but can’t do so until its domestic needs are met, the head of the country’s #coronavirus task force says.

#COVID19

https://t.co/0c4ttvYagf",0.09375,0.28125,en,4,2.0,SarahMya2000,169,5003,,"[{'text': 'India', 'indices': [19, 25]}]","[{'screen_name': 'AlArabiya_Eng', 'name': 'Al Arabiya English', 'id': 22240612, 'id_str': '22240612', 'indices': [3, 17]}]",
Fri Jun 18 23:20:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed, the PA health minister says.

https://t.co/SLikyMpZd7",0.14444444444444446,0.19999999999999998,en,8,11.0,KevOC1916,1257,1681,,"[{'text': 'COVID19', 'indices': [91, 99]}, {'text': 'Israel', 'indices': [114, 121]}]","[{'screen_name': 'AlArabiya_Eng', 'name': 'Al Arabiya English', 'id': 22240612, 'id_str': '22240612', 'indices': [3, 17]}]",
Fri Jun 18 23:21:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel is helping save Palestinian lives.

While the Palestinian Authority has full responsibility for Palestinian healthcare in the West Bank and Gaza under the 1995 Oslo II Accords, Israel is sending more than 1 million vaccine doses to help it fight #COVID19.

#ThisIsIsrael",-0.125,0.375,en,78,22.0,inkstreamer1,0,3,,[],"[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [3, 9]}]",
Fri Jun 18 23:21:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.",-0.125,0.375,en,260,94.0,LynnMacEwan,85,336,,[],"[{'screen_name': 'Milhouse_Van_Ho', 'name': 'Milhouse Van Houten 🗽🇨🇦', 'id': 1246065743294332928, 'id_str': '1246065743294332928', 'indices': [3, 19]}]","Ottawa, Ontario"
Fri Jun 18 23:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.09642857142857142,0.5392857142857143,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 23:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.16666666666666666,0.18888888888888888,en,0,,PuneUpdater,88,0,,[],[],
Fri Jun 18 23:22:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,-0.125,0.375,en,0,,cominghome_m,60,136,,[],[],"Michigan, USA"
Fri Jun 18 23:22:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100% now.,0.05,0.15,en,14,8.0,ProlongingCovid,1152,494,,[],"[{'screen_name': 'stevelanebitch', 'name': 'FFAC 🇨🇦', 'id': 2296655965, 'id_str': '2296655965', 'indices': [3, 18]}, {'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [83, 94]}]",On Gab at ChloroquineGuerilla2
Fri Jun 18 23:22:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",0.0,0.0,en,144,73.0,IronSocialist,629,4996,,"[{'text': 'DeltaVariant', 'indices': [103, 116]}]","[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]","San Fransisco, California"
Fri Jun 18 23:23:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.16666666666666666,0.18888888888888888,en,0,,sum1star,6128,5943,,[],"[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [20, 27]}]",Hells Canyon 
Fri Jun 18 23:23:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,481,307.0,kjm01sh522,1334,2186,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Malaysia
Fri Jun 18 23:23:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.2,0.45,en,481,308.0,mutalabala,8945,9318,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Canada
Fri Jun 18 23:23:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-0.14523809523809522,0.5023809523809525,en,0,,Hena201,195,187,,"[{'text': 'GazaStrip', 'indices': [95, 105]}]",[],"east coast, USA"
Fri Jun 18 23:23:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and dozens have been hospitalized, officials said, as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN",0.3375,0.725,en,50,33.0,anapaul57464044,77,183,,"[{'text': 'COVID19', 'indices': [70, 78]}, {'text': 'Indonesia', 'indices': [82, 92]}, {'text': 'Sinovac', 'indices': [123, 131]}]","[{'screen_name': 'EpochTimesChina', 'name': 'The Epoch Times - China Insider', 'id': 302152200, 'id_str': '302152200', 'indices': [3, 19]}]","São Paulo, Brasil"
Fri Jun 18 23:23:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Prime Minister #NaftaliBennett accomplished what #BenjaminNetanyahu never managed to do, transforming the #COVID19 vaccines into a positive public relations coup for Israel.

Analysis by @MaayanJaffe 

https://t.co/wmS9hAMteP",0.0,0.0,en,13,6.0,DKfins,59,236,,"[{'text': 'NaftaliBennett', 'indices': [35, 50]}, {'text': 'BenjaminNetanyahu', 'indices': [69, 87]}, {'text': 'COVID19', 'indices': [126, 134]}]","[{'screen_name': 'Jerusalem_Post', 'name': 'The Jerusalem Post', 'id': 19489239, 'id_str': '19489239', 'indices': [3, 18]}]",
Fri Jun 18 23:24:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.16666666666666666,0.18888888888888888,en,0,,MunaAmina,1670,604,,"[{'text': 'PfizerBiontech', 'indices': [29, 44]}, {'text': 'Oxford', 'indices': [107, 114]}]",[],
Fri Jun 18 23:24:27 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,-0.175,0.175,en,5,6.0,waldron_pj,1757,3933,,[],"[{'screen_name': 'GebauerKen', 'name': 'KMG6990', 'id': 1285443742107746305, 'id_str': '1285443742107746305', 'indices': [3, 14]}, {'screen_name': 'robinmonotti2', 'name': 'Robin Monotti 🌸', 'id': 20106357, 'id_str': '20106357', 'indices': [16, 30]}, {'screen_name': 'RiseOfTheProles', 'name': 'Rise up Canadians!', 'id': 809764232111783936, 'id_str': '809764232111783936', 'indices': [31, 47]}]",
Fri Jun 18 23:24:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.225,0.425,en,482,309.0,CaptainTaroZ_01,411,578,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 23:24:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","About 3,130,900 doses of #COVID19 vaccines have been administered to the public, with about 1,882,900 people receiving their first dose and around 1,248,000 getting their second dose #EarlyVaccinationForAll https://t.co/qJT810hmxz",0.0,0.0,en,4,3.0,DC_Pascoe,603,1041,,"[{'text': 'COVID19', 'indices': [40, 48]}]","[{'screen_name': 'newsgovhk', 'name': 'Hong Kong SAR Government News', 'id': 162911977, 'id_str': '162911977', 'indices': [3, 13]}]",Hong Kong
Fri Jun 18 23:24:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.13636363636363635,0.45454545454545453,en,0,,TheRebelNovice,137,1551,,[],[],The Hills
Fri Jun 18 23:25:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 100k daily doses

Administered Today: 95 247
Total Administered: 2 069 346
Remaining: 1 641 134 https://t.co/xvAllreVJn",0.06666666666666667,0.44166666666666665,en,15,9.0,goodman98890063,345,631,,"[{'text': 'COVID19', 'indices': [20, 28]}]","[{'screen_name': 'Rona19Stats', 'name': 'COVID-19 SA Stats', 'id': 1290622433809104897, 'id_str': '1290622433809104897', 'indices': [3, 15]}]",
Fri Jun 18 23:25:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The #COVID19 virus is moving faster than the global distribution of vaccines. To end the pandemic, our shared goal must be to vaccinate at least 70% of the world’s population by the time the @G7 meets again in 🇩🇪 next year. To do that, we need 11 billion doses. #VaccinEquity https://t.co/l6CIzi2ruu",0.2857142857142857,0.5357142857142857,en,662,328.0,camiabarca,656,1860,,"[{'text': 'COVID19', 'indices': [18, 26]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [3, 12]}]","Santiago, Chile"
Fri Jun 18 23:25:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","President Biden made a clear &amp; powerful statement of investigation of #COVID19:
-G7 communique will change the world’s attitudes to CCP China
-CCP pretends to be helpful &amp; promote vaccines
-But the world won’t listen to China. People can see the results!
#UnrestrictedBioweapon",-0.175,0.7,en,1152,820.0,Simon_Gin_Guo,34,101,,"[{'text': 'COVID19', 'indices': [92, 100]}]","[{'screen_name': 'DrLiMengYAN1', 'name': 'Dr. Li-Meng YAN', 'id': 1313128625680592896, 'id_str': '1313128625680592896', 'indices': [3, 16]}]",
Fri Jun 18 23:25:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.05,0.15,en,484,310.0,Abbasynia,539,239,,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",London
Fri Jun 18 23:25:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.1958333333333333,0.2875,en,1,2.0,Daydreima,70,258,,"[{'text': 'COVIDVaccination', 'indices': [66, 83]}, {'text': 'Covid19', 'indices': [86, 94]}]","[{'screen_name': 'ClimatismBlog', 'name': 'Climatism🌪', 'id': 1020136260206120960, 'id_str': '1020136260206120960', 'indices': [3, 17]}]",Australia
Fri Jun 18 23:26:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps https://t.co/DGvCaXmWfI,0.0,0.0,en,73,24.0,rbsuesam,514,3663,,[],"[{'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [3, 14]}]","Grapevine, TX"
